source_gpx_basename,track_name,activity_titles,mountain_names_in_track_or_title,csv_mountain_nos_matched_by_name,csv_mountain_names_matched_by_name,summit_candidate_count_for_gpx,summit_candidate_ids_for_gpx,assigned_mountain_nos_using_gpx,assigned_mountain_names_using_gpx,coverage_status,diagnostic_note
yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,高森山・町木山・寒台山・鎧掛山;大森山,高森山;大森山;高森;高森山;大森山;高森山;大森山;高森山;町木山;寒台山;鎧掛山;大森山,3;196;245;390;433;459;466;467;468;469;470;501,高森山;大森山;高森;高森山;大森山;高森山;大森山;高森山;町木山;寒台山;鎧掛山;大森山,5,summit-candidate:f55ffb534aa2ae4c;summit-candidate:19ab381ef6c337af;summit-candidate:428f403ddcc5a31a;summit-candidate:7a8dca9b423536f5;summit-candidate:5f31b84e049f61fa,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (5) is less than named peaks (12).
yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,剣ノ山・三傍示山・塩塚峰,剣ノ山;三傍示山;塩塚峰,472;473;474,剣ノ山;三傍示山;塩塚峰,5,summit-candidate:0d5802be6f4a6c6e;summit-candidate:78274ad93e160452;summit-candidate:740ae36ed8c63d60;summit-candidate:7a53852cc6c3e971;summit-candidate:737ce2580de91527,,,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (5) exceeds named peaks (3).
yamap_2026-03-04_06_40.gpx,登議城山,登議城山;愛宕山,愛宕山;登議城山;愛宕山,25;475;476,愛宕山;登議城山;愛宕山,1,summit-candidate:9fe27d7d4a51aa70,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-03-04_09_46.gpx,愛宕山,愛宕山;登議城山,愛宕山;登議城山;愛宕山,25;475;476,愛宕山;登議城山;愛宕山,1,summit-candidate:c6ea08c2953b4cb8,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-03-06_09_00.gpx,世田山・笠松山東峰・笠松山,世田山・笠松山東峰・笠松山,世田山;笠松山;笠松山東峰;笠松山,114;115;477;518,世田山;笠松山;笠松山東峰;笠松山,1,summit-candidate:8f25ad4ff380df77,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2026-03-07_11_08.gpx,権現山,権現山;尻割山・四本松,権現山;権現山;権現山;権現山;権現山;権現山;尻割山;四本松;権現山;権現山,14;159;189;198;263;465;478;479;480;494,権現山;権現山;権現山;権現山;権現山;権現山;尻割山;四本松;権現山;権現山,1,summit-candidate:e8b129f70e703be5,480,権現山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 10 peaks. Severe peak merging occurred.
yamap_2026-03-08_07_27.gpx,呉石山,呉石山;峰畑山;白木山,呉石山;峰畑山;白木山,481;482;483,呉石山;峰畑山;白木山,1,summit-candidate:784df3690acb5365,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-03-08_08_05.gpx,峰畑山,峰畑山;呉石山;白木山,呉石山;峰畑山;白木山,481;482;483,呉石山;峰畑山;白木山,1,summit-candidate:eb031d650d8e9a7a,474,塩塚峰,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-03-08_10_45.gpx,白木山,白木山;呉石山;峰畑山,呉石山;峰畑山;白木山,481;482;483,呉石山;峰畑山;白木山,1,summit-candidate:ab39145b6a448b8d,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-03-11_10_35.gpx,野津子山・軽ノ山,野津子山・軽ノ山,軽ノ山;野津子山,484;485,軽ノ山;野津子山,1,summit-candidate:084fa7c9e55252dc,424,千秋寺山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-03-15_06_14.gpx,長山,長山;高研山,長山;高研山,486;487,長山;高研山,1,summit-candidate:c246a8edb72dbebb,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-03-15_10_21.gpx,高研山,高研山;長山,長山;高研山,486;487,長山;高研山,1,summit-candidate:314bd84876bc3fc3,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,雨乞山・妙見森;笹峠山;雨霧山,雨乞山;妙見森;笹峠山;雨霧山;雨乞山,489;490;491;492;495,雨乞山;妙見森;笹峠山;雨霧山;雨乞山,4,summit-candidate:f760bededfedfc09;summit-candidate:0f61b39e537be0a6;summit-candidate:cad0ade9ddec2b1a;summit-candidate:118b217506eb653f,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (4) is less than named peaks (5).
yamap_2026-03-21_13_44.gpx,笹峠山,笹峠山;雨乞山・妙見森;雨霧山,雨乞山;妙見森;笹峠山;雨霧山;雨乞山,489;490;491;492;495,雨乞山;妙見森;笹峠山;雨霧山;雨乞山,1,summit-candidate:05007aaf499a4ecc,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 5 peaks. Severe peak merging occurred.
yamap_2026-03-21_14_58.gpx,雨霧山,雨霧山;雨乞山・妙見森;笹峠山,雨乞山;妙見森;笹峠山;雨霧山;雨乞山,489;490;491;492;495,雨乞山;妙見森;笹峠山;雨霧山;雨乞山,1,summit-candidate:d5d39ec66a34deb5,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 5 peaks. Severe peak merging occurred.
yamap_2026-04-12_11_03.gpx,権現山,権現山,権現山;権現山;権現山;権現山;権現山;権現山;権現山;権現山,14;159;189;198;263;465;480;494,権現山;権現山;権現山;権現山;権現山;権現山;権現山;権現山,1,summit-candidate:2011a6c909945d6f,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 8 peaks. Severe peak merging occurred.
yamap_2026-04-19_07_43.gpx,雨乞山,雨乞山;鼻欠山,雨乞山;雨乞山;鼻欠山,489;495;496,雨乞山;雨乞山;鼻欠山,1,summit-candidate:d0d3096d540f375e,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-04-19_10_27.gpx,鼻欠山,鼻欠山;雨乞山,雨乞山;雨乞山;鼻欠山,489;495;496,雨乞山;雨乞山;鼻欠山,1,summit-candidate:9e86644a708cb211,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-04-29_06_34.gpx,面木山・黒森,面木山・黒森,面木山;黒森,497;498,面木山;黒森,3,summit-candidate:d5a6fcb592162088;summit-candidate:c87a377b77c80862;summit-candidate:a96db37bf518f31a,,,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (3) exceeds named peaks (2).
yamap_2026-05-02_09_29.gpx,男山・瓶ヶ森・台ヶ森,男山・瓶ヶ森・台ヶ森,男山;瓶ヶ森;台ヶ森,312;313;499,男山;瓶ヶ森;台ヶ森,3,summit-candidate:53a6401abf71c488;summit-candidate:c9e357d000632346;summit-candidate:7a5ca8d918f43720,,,candidate_count_matches_named_peaks,Candidate count (3) matches the number of named peaks in track/title.
yamap_2026-05-06_07_28.gpx,丸山・ちち山・笹ヶ峰,丸山・ちち山・笹ヶ峰,ちち山;笹ヶ峰;丸山;笹ヶ峰;丸山,120;121;243;328;500,ちち山;笹ヶ峰;丸山;笹ヶ峰;丸山,2,summit-candidate:453327d51d16e202;summit-candidate:b87c90ebd1eb0d06,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (5).
