mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
408,笠成山,summit-candidate:0a765b89058b256b,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,734.4240556679409,713,21.42,0.439,3,6,0,false,false,low,medium,low,low_priority,exact_municipality_match,砥部町,,砥部町,"玉谷, 砥部町, 伊予郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=笠成山(#408); candidate=summit-candidate:0a765b89058b256b; ref_score=0.439; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
409,小屋山,summit-candidate:422a9e74717ca96d,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,1341.5,1344,2.5,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,西予市,,西予市,"高樽林道, 内子町, 喜多郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=小屋山(#409); candidate=summit-candidate:422a9e74717ca96d; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
409,小屋山,summit-candidate:01f601a63b1874f6,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,1371.8433333333335,1344,27.84,0.7365,2,1,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,西予市,,西予市,"内子町, 喜多郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=小屋山(#409); candidate=summit-candidate:01f601a63b1874f6; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
409,小屋山,summit-candidate:0cc9c1186612ceaa,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,1297.49,1344,46.51,0.6855,3,1,0,false,true,medium,medium,low,low_priority,exact_municipality_match,西予市,,西予市,"西予市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=小屋山(#409); candidate=summit-candidate:0cc9c1186612ceaa; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
410,丸石山,summit-candidate:0cc9c1186612ceaa,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,1297.49,1327,29.51,0.557,1,2,0,false,true,medium,high,high,resolve_conflict,boundary_tolerated_mismatch,久万高原町,,,"西予市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,top_1_but_ambiguous|strong_evidence_with_mismatch,not_mutual_top1,"mountain=丸石山(#410); candidate=summit-candidate:0cc9c1186612ceaa; ref_score=0.557; ref_rank=1; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=top_1_but_ambiguous,strong_evidence_with_mismatch"
410,丸石山,summit-candidate:422a9e74717ca96d,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,1341.5,1327,14.5,0.557,2,2,0.051,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,久万高原町,,,"高樽林道, 内子町, 喜多郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,small_score_gap,mountain=丸石山(#410); candidate=summit-candidate:422a9e74717ca96d; ref_score=0.557; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
410,丸石山,summit-candidate:01f601a63b1874f6,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,1371.8433333333335,1327,44.84,0.506,3,2,0.016,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,久万高原町,,,"内子町, 喜多郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=丸石山(#410); candidate=summit-candidate:01f601a63b1874f6; ref_score=0.506; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
411,野地峰,summit-candidate:8326f30918c16cbe,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1061.7766666666666,1279,217.22,0.6345,1,1,0.0265,true,true,medium,high,high,resolve_conflict,exact_municipality_match,四国中央市,,四国中央市,"四国中央市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=野地峰(#411); candidate=summit-candidate:8326f30918c16cbe; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
411,野地峰,summit-candidate:17a471cc45af2c05,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1270.3933333333332,1279,8.61,0.608,2,1,0.153,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,四国中央市,,,"朝谷, 大川村, 土佐郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,small_score_gap,mountain=野地峰(#411); candidate=summit-candidate:17a471cc45af2c05; ref_score=0.608; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
411,野地峰,summit-candidate:53bf856dccad5eab,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1397.78,1279,118.78,0.455,3,5,0,false,false,low,high,high,check_location_warning,boundary_tolerated_mismatch,四国中央市,,,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=野地峰(#411); candidate=summit-candidate:53bf856dccad5eab; ref_score=0.455; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
412,黒岩山,summit-candidate:8326f30918c16cbe,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1061.7766666666666,1350,288.22,0.6345,1,2,0.0265,false,true,medium,high,high,resolve_conflict,exact_municipality_match,四国中央市,,四国中央市,"四国中央市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=黒岩山(#412); candidate=summit-candidate:8326f30918c16cbe; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
412,黒岩山,summit-candidate:e93bba1998d4efb5,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1350.0266666666666,1350,0.03,0.608,2,1,0.102,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,四国中央市,,,"土佐町, 土佐郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,small_score_gap,mountain=黒岩山(#412); candidate=summit-candidate:e93bba1998d4efb5; ref_score=0.608; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
412,黒岩山,summit-candidate:53bf856dccad5eab,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1397.78,1350,47.78,0.506,3,2,0.016,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,四国中央市,,,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=黒岩山(#412); candidate=summit-candidate:53bf856dccad5eab; ref_score=0.506; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
413,大野山,summit-candidate:8326f30918c16cbe,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1061.7766666666666,1400,338.22,0.6345,1,3,0.0265,false,true,medium,high,high,resolve_conflict,exact_municipality_match,四国中央市,,四国中央市,"四国中央市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=大野山(#413); candidate=summit-candidate:8326f30918c16cbe; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
413,大野山,summit-candidate:53bf856dccad5eab,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1397.78,1400,2.22,0.608,2,1,0.102,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,四国中央市,,,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,small_score_gap,mountain=大野山(#413); candidate=summit-candidate:53bf856dccad5eab; ref_score=0.608; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
413,大野山,summit-candidate:e93bba1998d4efb5,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,1350.0266666666666,1400,49.97,0.506,3,2,0.051,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,四国中央市,,,"土佐町, 土佐郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=大野山(#413); candidate=summit-candidate:e93bba1998d4efb5; ref_score=0.506; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
414,水なし山,summit-candidate:403c0894babcf279,yamap_2025-06-21_08_53.gpx,貝渚山・水なし山,1403.506666666667,1406,2.49,0.7875,1,1,0.3485,true,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=水なし山(#414); candidate=summit-candidate:403c0894babcf279; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
414,水なし山,summit-candidate:6ff5d266707ae664,yamap_2024-06-01_07_14.gpx,椿山,1431.7833333333335,1406,25.78,0.439,2,4,0,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=水なし山(#414); candidate=summit-candidate:6ff5d266707ae664; ref_score=0.439; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
414,水なし山,summit-candidate:8917a066a1c03aeb,yamap_2024-05-11_07_45.gpx,丸笹山,1431.0566666666666,1406,25.06,0.439,3,5,0,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=水なし山(#414); candidate=summit-candidate:8917a066a1c03aeb; ref_score=0.439; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
415,貝渚山,summit-candidate:403c0894babcf279,yamap_2025-06-21_08_53.gpx,貝渚山・水なし山,1403.506666666667,1422,18.49,0.7365,1,2,0.2465,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=貝渚山(#415); candidate=summit-candidate:403c0894babcf279; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
415,貝渚山,summit-candidate:6ff5d266707ae664,yamap_2024-06-01_07_14.gpx,椿山,1431.7833333333335,1422,9.78,0.49,2,3,0,false,true,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=貝渚山(#415); candidate=summit-candidate:6ff5d266707ae664; ref_score=0.49; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
415,貝渚山,summit-candidate:8917a066a1c03aeb,yamap_2024-05-11_07_45.gpx,丸笹山,1431.0566666666666,1422,9.06,0.49,3,4,0.051,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=貝渚山(#415); candidate=summit-candidate:8917a066a1c03aeb; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
416,谷崎山,summit-candidate:0d157ed871f76807,yamap_2025-07-06_07_10.gpx,谷崎山,1210.7966666666669,1203,7.8,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"藤之石, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=谷崎山(#416); candidate=summit-candidate:0d157ed871f76807; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
416,谷崎山,summit-candidate:e79e77da4bfd1f13,yamap_2025-07-06_12_03.gpx,伊吹山,1506.6639933943752,1203,303.66,0.6345,2,2,0.1445,false,true,medium,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"町道瓶ヶ森線, 西条市, 吾川郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=谷崎山(#416); candidate=summit-candidate:e79e77da4bfd1f13; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
416,谷崎山,summit-candidate:77bb5774f7fa012e,yamap_2022-04-16_07_39.gpx,東三方ヶ森,1199.216666666667,1203,3.78,0.49,3,4,0.035,false,false,low,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=谷崎山(#416); candidate=summit-candidate:77bb5774f7fa012e; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
417,東黒森,summit-candidate:0d157ed871f76807,yamap_2025-07-06_07_10.gpx,谷崎山,1210.7966666666669,1733,522.2,0.6345,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"藤之石, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=東黒森(#417); candidate=summit-candidate:0d157ed871f76807; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
417,東黒森,summit-candidate:e79e77da4bfd1f13,yamap_2025-07-06_12_03.gpx,伊吹山,1506.6639933943752,1733,226.34,0.6345,2,3,0.0265,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,西条市,,西条市,"町道瓶ヶ森線, 西条市, 吾川郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,small_score_gap,mountain=東黒森(#417); candidate=summit-candidate:e79e77da4bfd1f13; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
417,東黒森,summit-candidate:20f1c44b99e3d708,yamap_2025-07-06_09_43.gpx,東黒森,1731.0666666666668,1733,1.93,0.608,3,1,0.118,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,西条市,,,"町道瓶ヶ森線, いの町, 吾川郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,small_score_gap,mountain=東黒森(#417); candidate=summit-candidate:20f1c44b99e3d708; ref_score=0.608; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
418,伊吹山,summit-candidate:e79e77da4bfd1f13,yamap_2025-07-06_12_03.gpx,伊吹山,1506.6639933943752,1503,3.66,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,西条市,,西条市,"町道瓶ヶ森線, 西条市, 吾川郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=伊吹山(#418); candidate=summit-candidate:e79e77da4bfd1f13; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
418,伊吹山,summit-candidate:0d157ed871f76807,yamap_2025-07-06_07_10.gpx,谷崎山,1210.7966666666669,1503,292.2,0.6345,2,3,0.1795,false,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"藤之石, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_candidate_for_multiple_mountains,shared_candidate,mountain=伊吹山(#418); candidate=summit-candidate:0d157ed871f76807; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
418,伊吹山,summit-candidate:20f1c44b99e3d708,yamap_2025-07-06_09_43.gpx,東黒森,1731.0666666666668,1503,228.07,0.455,3,3,0.1955,false,true,low,high,high,check_location_warning,boundary_tolerated_mismatch,西条市,,,"町道瓶ヶ森線, いの町, 吾川郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,location_mismatch_warning,mountain=伊吹山(#418); candidate=summit-candidate:20f1c44b99e3d708; ref_score=0.455; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
419,小牛城,summit-candidate:ba78489e4d448645,yamap_2025-08-15_10_51.gpx,小牛城,1141.42,1142,0.58,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,久万高原町,,久万高原町,"四国カルスト公園縦断線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=小牛城(#419); candidate=summit-candidate:ba78489e4d448645; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
419,小牛城,summit-candidate:1c085703f9a891aa,yamap_2025-08-15_12_44.gpx,正木ノ森,1363.1366666666665,1142,221.14,0.6345,2,2,0.0595,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"林道 小田・池川線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_candidate_for_multiple_mountains,shared_candidate,mountain=小牛城(#419); candidate=summit-candidate:1c085703f9a891aa; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
419,小牛城,summit-candidate:c7ff156edb321d12,yamap_2022-06-16_16_25.gpx,牛城,1345.4997959227253,1142,203.5,0.575,3,2,0.085,false,true,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,top_3_with_evidence,low_priority_alternative,mountain=小牛城(#419); candidate=summit-candidate:c7ff156edb321d12; ref_score=0.575; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
420,正木ノ森,summit-candidate:1c085703f9a891aa,yamap_2025-08-15_12_44.gpx,正木ノ森,1363.1366666666665,1365,1.86,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"林道 小田・池川線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=正木ノ森(#420); candidate=summit-candidate:1c085703f9a891aa; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
420,正木ノ森,summit-candidate:ba78489e4d448645,yamap_2025-08-15_10_51.gpx,小牛城,1141.42,1365,223.58,0.6345,2,2,0.1445,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"四国カルスト公園縦断線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=正木ノ森(#420); candidate=summit-candidate:ba78489e4d448645; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
420,正木ノ森,summit-candidate:09c1602c02ce7f78,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1357.4633333333334,1365,7.54,0.49,3,4,0.035,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=正木ノ森(#420); candidate=summit-candidate:09c1602c02ce7f78; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
421,五段城,summit-candidate:1c085703f9a891aa,yamap_2025-08-15_12_44.gpx,正木ノ森,1363.1366666666665,1455,91.86,0.6345,1,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"林道 小田・池川線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=五段城(#421); candidate=summit-candidate:1c085703f9a891aa; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
421,五段城,summit-candidate:ba78489e4d448645,yamap_2025-08-15_10_51.gpx,小牛城,1141.42,1455,313.58,0.6345,2,3,0.0265,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,久万高原町,,久万高原町,"四国カルスト公園縦断線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,small_score_gap,mountain=五段城(#421); candidate=summit-candidate:ba78489e4d448645; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
421,五段城,summit-candidate:00dfcd8bd36a1f00,yamap_2025-08-15_11_47.gpx,五段城,1452.0633333333335,1455,2.94,0.608,3,1,0.051,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,久万高原町,,,"四国カルスト公園縦断線, 檮原町, 高岡郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,small_score_gap,mountain=五段城(#421); candidate=summit-candidate:00dfcd8bd36a1f00; ref_score=0.608; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
422,天狗ノ森,summit-candidate:1c085703f9a891aa,yamap_2025-08-15_12_44.gpx,正木ノ森,1363.1366666666665,1485,121.86,0.6345,1,4,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"林道 小田・池川線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=天狗ノ森(#422); candidate=summit-candidate:1c085703f9a891aa; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
422,天狗ノ森,summit-candidate:ba78489e4d448645,yamap_2025-08-15_10_51.gpx,小牛城,1141.42,1485,343.58,0.6345,2,4,0.0265,false,false,medium,medium,high,check_close_alternatives,exact_municipality_match,久万高原町,,久万高原町,"四国カルスト公園縦断線, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,small_score_gap,mountain=天狗ノ森(#422); candidate=summit-candidate:ba78489e4d448645; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
